,stim_weight,stim_n,subj_idx,response,rt,condition
33,-30.34863837,2.995643939,657894484,1.0,2.876999999999972,0
34,-30.26530504,-2.0043560609999997,218675715,0.0,-1.1410000000000033,0
35,-30.26530504,-2.0043560609999997,642346147,1.0,1.1510000000000016,0
36,-30.26530504,1.995643939,923162466,0.0,-1.6660000000000188,0
37,-30.09863837,-0.004356061,923162466,1.0,1.0,0
38,-29.59863837,-0.004356061,97123322,1.0,1.3020000000000118,0
39,-29.59863837,-0.004356061,968634301,1.0,2.2929999999999935,0
40,-29.26530504,-2.0043560609999997,933260573,1.0,1.7789999999999968,0
41,-28.59863837,-2.0043560609999997,749079099,1.0,1.6180000000000163,0
42,-28.59863837,-0.004356061,605713945,0.0,-1.1680000000000055,0
43,-28.59863837,-0.004356061,968634301,0.0,-2.2490000000000174,0
44,-28.26530504,0.995643939,717256200,1.0,2.9890000000000176,0
45,-28.26530504,1.995643939,75969320,1.0,1.0,0
46,-28.09863837,-0.004356061,97123322,0.0,-1.0500000000000065,0
47,-28.09863837,-0.004356061,507157861,0.0,-1.688999999999991,0
48,-28.09863837,-0.004356061,657894484,1.0,2.264999999999999,0
49,-27.93197171,0.995643939,933260573,1.0,2.6479999999999935,0
50,-27.93197171,1.995643939,904039471,1.0,1.0040000000000076,0
51,-27.93197171,1.995643939,933260573,1.0,1.0,0
52,-27.84863837,-3.004356061,321769333,1.0,2.78099999999997,0
53,-27.59863837,-0.004356061,97123322,1.0,1.1519999999999964,0
54,-27.59863837,-0.004356061,218675715,0.0,-1.2859999999999898,0
55,-27.59863837,-0.004356061,224184422,1.0,1.5879999999999934,0
56,-27.19863837,2.995643939,504663288,1.0,6.8429999999999565,0
57,-27.09863837,-0.004356061,34984274,0.0,-1.7000000000000133,0
58,-27.09863837,-0.004356061,923162466,0.0,-2.030999999999977,0
59,-27.09863837,2.995643939,717256200,1.0,2.5160000000000022,0
60,-26.93197171,-2.0043560609999997,34984274,1.0,1.307999999999995,0
61,-26.93197171,-2.0043560609999997,968634301,1.0,1.9039999999999968,0
62,-26.93197171,-0.004356061,716236442,0.0,-4.791999999999956,0
63,-26.93197171,1.995643939,828632181,0.0,-1.1549999999999851,0
64,-26.93197171,1.995643939,933260573,0.0,-1.5819999999999943,0
65,-26.93197171,1.995643939,968634301,1.0,2.2999999999999785,0
66,-26.59863837,-3.004356061,504663288,0.0,-3.80400000000003,0
67,-26.59863837,-2.0043560609999997,147547787,0.0,-1.4990000000000143,0
68,-26.59863837,-2.0043560609999997,657894484,0.0,-2.183999999999989,0
69,-26.59863837,-0.004356061,904039471,0.5,-0.048500000000000376,0
70,-26.59863837,-0.004356061,923162466,1.0,4.5970000000000075,0
71,-26.59863837,1.995643939,546064836,1.0,4.964999999999996,0
72,-26.59863837,1.995643939,904039471,0.0,-1.2529999999999992,0
73,-26.59863837,1.995643939,945098209,0.0,-1.4239999999999877,0
74,-26.43197171,-1.004356061,696039965,1.0,3.2080000000000246,0
75,-26.43197171,0.995643939,452249694,1.0,3.096000000000003,0
76,-26.26530504,-2.0043560609999997,129490812,0.0,-1.4260000000000062,0
77,-26.26530504,-2.0043560609999997,147547787,0.0,-1.4510000000000123,0
78,-26.09863837,-0.004356061,97123322,1.0,1.0,0
79,-26.09863837,-0.004356061,534449063,1.0,1.3220000000000025,0
80,-26.09863837,-0.004356061,945098209,1.0,2.005999999999979,0
81,-26.09863837,-0.004356061,949645864,1.0,1.3279999999999854,0
82,-25.93197171,1.995643939,968634301,1.0,1.103999999999999,0
83,-25.84863837,-0.004356061,504663288,0.0,-7.369000000000045,0
84,-25.59863837,-2.0043560609999997,130941034,1.0,1.0539999999999872,0
85,-25.59863837,-2.0043560609999997,696039965,1.0,4.666000000000006,0
86,-25.59863837,-2.0043560609999997,909861321,0.0,-1.471999999999988,0
87,-25.59863837,-0.004356061,933260573,1.0,1.1059999999999954,0
88,-25.59863837,3.995643939,294041592,1.0,4.128999999999959,0
89,-24.93197171,1.995643939,349171132,1.0,1.7839999999999934,0
90,-24.93197171,1.995643939,642346147,0.0,-1.1170000000000033,0
91,-24.93197171,1.995643939,933260573,1.0,1.0280000000000085,0
92,-24.59863837,-2.0043560609999997,3964964,0.0,-1.0489999999999913,0
93,-24.59863837,-2.0043560609999997,911960296,1.0,1.4519999999999984,0
94,-24.59863837,-2.0043560609999997,931420970,1.0,1.3189999999999957,0
95,-24.59863837,-0.004356061,97123322,1.0,1.0,0
96,-24.59863837,-0.004356061,294041592,0.0,-5.172000000000023,0
97,-24.59863837,-0.004356061,449943813,1.0,1.2380000000000095,0
98,-24.59863837,-0.004356061,657894484,1.0,1.7140000000000215,0
99,-24.59863837,1.995643939,43020357,0.0,-1.4809999999999952,0
100,-24.43197171,-1.004356061,355043712,1.0,3.134000000000011,0
101,-24.43197171,0.995643939,923162466,1.0,3.205999999999973,0
102,-24.34863837,-2.0043560609999997,294041592,0.0,-5.469999999999967,0
103,-24.34863837,-2.0043560609999997,657894484,1.0,4.320999999999963,0
104,-24.26530504,-2.0043560609999997,43020357,1.0,1.206000000000008,0
105,-24.26530504,-2.0043560609999997,92774005,1.0,1.785999999999977,0
106,-24.26530504,-2.0043560609999997,218675715,0.0,-1.777000000000013,0
107,-24.26530504,-2.0043560609999997,367119634,1.0,1.275999999999997,0
108,-24.26530504,0.995643939,492518259,0.0,-3.7760000000000202,0
109,-24.09863837,-1.004356061,657894484,1.0,2.718000000000006,0
110,-24.09863837,-0.004356061,455194813,0.0,-2.1180000000000208,0
111,-24.09863837,-0.004356061,923162466,0.0,-1.0249999999999906,0
112,-23.93197171,1.995643939,130271607,0.0,-1.1499999999999893,0
113,-23.84863837,2.995643939,894143700,1.0,3.761999999999959,0
114,-23.59863837,-2.0043560609999997,336172395,0.5,0.024499999999999852,0
115,-23.59863837,-2.0043560609999997,933260573,1.0,2.402000000000021,0
116,-23.43197171,-1.004356061,504663288,0.0,-11.591999999999945,0
117,-23.43197171,0.995643939,218675715,0.0,-5.8409999999999345,0
118,-23.26530504,-2.0043560609999997,455717130,0.0,-1.0969999999999906,0
119,-23.26530504,-2.0043560609999997,933260573,1.0,2.0610000000000133,0
120,-23.26530504,-2.0043560609999997,949645864,1.0,1.3330000000000026,0
121,-23.26530504,-0.004356061,92774005,1.0,4.487000000000038,0
122,-23.09863837,-0.004356061,43020357,0.0,-2.1509999999999847,0
123,-23.09863837,-0.004356061,75969320,1.0,1.1089999999999955,0
124,-23.09863837,-0.004356061,657894484,1.0,2.091999999999992,0
125,-23.09863837,0.995643939,657894484,0.0,-2.7780000000000156,0
126,-22.93197171,0.995643939,657894484,1.0,3.4439999999999737,0
127,-22.93197171,1.995643939,840480197,0.0,-1.3690000000000175,0
128,-22.93197171,1.995643939,904039471,0.0,-1.0629999999999915,0
129,-22.59863837,-4.004356061,278773301,1.0,4.115000000000007,0
130,-22.59863837,-2.0043560609999997,218675715,0.0,-1.7640000000000082,0
131,-22.59863837,-2.0043560609999997,251653297,1.0,1.4560000000000095,0
132,-22.59863837,-0.004356061,102783161,1.0,1.1180000000000005,0
133,-22.59863837,-0.004356061,589703985,1.0,1.0,0
134,-22.59863837,-0.004356061,923162466,0.0,-1.142999999999991,0
135,-22.59863837,0.995643939,218675715,0.0,-3.0799999999999876,0
136,-22.59863837,1.995643939,176326342,0.0,-1.6430000000000025,0
137,-22.59863837,1.995643939,650974545,1.0,1.623000000000013,0
138,-22.59863837,1.995643939,949645864,1.0,1.4260000000000062,0
139,-22.59863837,3.995643939,245315813,0.0,-4.0560000000000285,0
140,-22.26530504,-2.0043560609999997,923162466,0.0,-1.0400000000000083,0
141,-22.26530504,-2.0043560609999997,949645864,1.0,1.3150000000000104,0
142,-22.26530504,0.995643939,192065971,1.0,3.7719999999999816,0
143,-22.26530504,1.995643939,97123322,0.0,-1.0450000000000044,0
144,-22.26530504,1.995643939,749079099,1.0,1.7680000000000042,0
145,-22.09863837,-5.004356061,504663288,0.0,-5.7300000000000155,0
146,-22.09863837,-3.004356061,664438269,1.0,2.928000000000032,0
147,-22.09863837,-0.004356061,251653297,1.0,1.563999999999993,0
148,-22.09863837,-0.004356061,449943813,1.0,1.4550000000000085,0
149,-22.09863837,-0.004356061,492518259,1.0,1.2880000000000082,0
150,-22.09863837,-0.004356061,504663288,0.0,-2.038999999999989,0
151,-22.09863837,-0.004356061,578711405,1.0,1.4880000000000173,0
152,-22.09863837,-0.004356061,605713945,0.0,-1.0799999999999972,0
153,-22.09863837,-0.004356061,860810996,1.0,1.5510000000000093,0
154,-22.09863837,1.995643939,2884955,0.0,-4.556000000000029,0
155,-21.93197171,-2.0043560609999997,507157861,1.0,1.2619999999999896,0
156,-21.93197171,1.995643939,904039471,0.0,-1.2529999999999992,0
157,-21.84863837,-3.004356061,504663288,0.0,-3.573000000000031,0
158,-21.59863837,-3.004356061,657894484,0.0,-3.1610000000000027,0
159,-21.59863837,-2.0043560609999997,251653297,1.0,1.471000000000003,0
160,-21.59863837,-2.0043560609999997,642346147,1.0,1.1009999999999993,0
161,-21.59863837,-1.004356061,218675715,0.0,-2.6140000000000154,0
162,-21.59863837,-0.004356061,97123322,1.0,1.0529999999999975,0
163,-21.59863837,-0.004356061,224184422,1.0,2.480999999999995,0
164,-21.59863837,-0.004356061,278773301,1.0,4.731000000000026,0
165,-21.59863837,-0.004356061,299760590,1.0,1.8590000000000122,0
166,-21.59863837,-0.004356061,324908376,1.0,1.702999999999983,0
167,-21.59863837,-0.004356061,904039471,0.0,-1.0319999999999934,0
168,-21.59863837,-0.004356061,933260573,1.0,1.4650000000000019,0
169,-21.59863837,-0.004356061,968634301,0.0,-1.4400000000000144,0
170,-21.59863837,1.995643939,294041592,1.0,2.280999999999974,0
171,-21.59863837,1.995643939,331590088,1.0,1.4750000000000134,0
172,-21.59863837,1.995643939,628308431,0.0,-1.695000000000016,0
173,-21.59863837,1.995643939,650974545,0.0,-1.855999999999995,0
174,-21.43197171,-5.004356061,891299842,1.0,6.304000000000053,0
175,-21.43197171,-1.004356061,968634301,1.0,3.4939999999999767,0
176,-21.43197171,0.995643939,683861923,1.0,3.5689999999999733,0
177,-21.34863837,2.995643939,770588123,0.0,-2.5460000000000274,0
178,-21.26530504,-2.0043560609999997,97123322,0.0,-1.190999999999994,0
179,-21.26530504,-1.004356061,218675715,0.0,-3.474999999999972,0
180,-21.26530504,1.995643939,894143700,0.0,-1.6150000000000073,0
181,-21.09863837,-4.004356061,333010087,1.0,13.207999999999897,0
182,-21.09863837,-3.004356061,874342939,1.0,2.8070000000000124,0
183,-21.09863837,-2.0043560609999997,894143700,1.0,4.371000000000044,0
184,-21.09863837,-0.004356061,48595352,1.0,7.943999999999966,0
185,-21.09863837,-0.004356061,129490812,0.0,-1.3339999999999899,0
186,-21.09863837,-0.004356061,218675715,0.0,-1.9750000000000156,0
187,-21.09863837,-0.004356061,251653297,1.0,2.008000000000015,0
188,-21.09863837,-0.004356061,650974545,1.0,1.5810000000000102,0
189,-20.93197171,-1.004356061,910114803,1.0,3.753999999999964,0
190,-20.93197171,-0.004356061,933260573,1.0,4.4690000000000385,0
191,-20.93197171,1.995643939,589703985,0.0,-1.5589999999999973,0
192,-20.93197171,1.995643939,683861923,0.0,-1.491999999999993,0
193,-20.93197171,1.995643939,840480197,1.0,1.275999999999997,0
194,-20.84863837,2.995643939,120939072,1.0,2.6500000000000083,0
195,-20.59863837,-2.0043560609999997,97123322,0.0,-1.0,0
196,-20.59863837,-0.004356061,41833230,1.0,1.6059999999999952,0
197,-20.59863837,-0.004356061,718176674,1.0,2.2540000000000036,0
198,-20.59863837,-0.004356061,904039471,0.0,-1.0910000000000055,0
199,-20.59863837,-0.004356061,933260573,1.0,2.2100000000000155,0
200,-20.59863837,-0.004356061,968634301,0.5,0.2424999999999964,0
201,-20.59863837,1.995643939,828632181,1.0,1.1329999999999971,0
202,-20.59863837,1.995643939,984661157,1.0,2.1340000000000092,0
203,-20.51530504,0.995643939,840480197,0.0,-6.17500000000004,0
204,-20.34863837,-3.004356061,657894484,0.0,-2.8179999999999876,0
205,-20.26530504,-2.0043560609999997,911960296,0.0,-1.6130000000000204,0
206,-20.26530504,-1.004356061,218675715,0.0,-3.1120000000000196,0
207,-20.26530504,-1.004356061,312902548,0.0,-3.3699999999999597,0
208,-20.26530504,-1.004356061,455717130,1.0,2.737000000000011,0
209,-20.09863837,-0.004356061,578711405,1.0,1.5019999999999893,0
210,-20.09863837,-0.004356061,630235377,1.0,1.5710000000000173,0
211,-20.09863837,-0.004356061,673728725,1.0,7.610999999999969,0
212,-20.09863837,-0.004356061,968634301,0.0,-1.469000000000012,0
213,-20.09863837,2.995643939,933260573,1.0,3.608999999999975,0
214,-19.93197171,-2.0043560609999997,97123322,0.0,-1.0,0
215,-19.93197171,-2.0043560609999997,979660929,1.0,1.0,0
216,-19.93197171,-1.004356061,324908376,1.0,3.182000000000013,0
217,-19.93197171,-0.004356061,696039965,1.0,4.634000000000012,0
218,-19.93197171,1.995643939,923162466,1.0,1.1829999999999952,0
219,-19.89863837,2.995643939,789515489,0.0,-6.072000000000001,0
220,-19.59863837,-2.0043560609999997,2884955,1.0,1.7210000000000032,0
221,-19.59863837,-2.0043560609999997,949645864,1.0,1.366499999999983,0
222,-19.59863837,-0.004356061,578711405,1.0,1.563999999999993,0
223,-19.59863837,-0.004356061,778697233,0.0,-1.6799999999999842,0
224,-19.59863837,-0.004356061,889540573,0.0,-1.4360000000000046,0
225,-19.59863837,1.995643939,97123322,0.0,-1.1329999999999971,0
226,-19.59863837,1.995643939,931420970,0.0,-1.0740000000000063,0
227,-19.49863837,-1.004356061,294041592,0.0,-8.789999999999969,0
228,-19.43197171,-5.004356061,985750851,1.0,6.172000000000023,0
229,-19.43197171,0.995643939,657894484,0.0,-2.971000000000003,0
230,-19.34863837,-6.004356061,815555952,1.0,10.560999999999977,0
231,-19.26530504,-4.004356061,717256200,1.0,7.84200000000007,0
232,-19.26530504,-2.0043560609999997,254632445,1.0,1.0799999999999972,0
233,-19.26530504,-2.0043560609999997,657894484,1.0,1.6639999999999895,0
234,-19.26530504,-0.004356061,396122776,1.0,4.526000000000006,0
235,-19.26530504,1.995643939,652231699,0.0,-2.3999999999999995,0
236,-19.26530504,1.995643939,949645864,0.0,-1.681000000000012,0
237,-19.24863837,-1.004356061,294041592,1.0,9.237000000000059,0
238,-19.09863837,-1.004356061,218675715,0.0,-3.3879999999999755,0
239,-19.09863837,-0.004356061,56470734,0.0,-2.1679999999999997,0
240,-19.09863837,-0.004356061,130941034,1.0,1.4565000000000048,0
241,-19.09863837,-0.004356061,578711405,1.0,1.3659999999999937,0
242,-19.09863837,-0.004356061,904039471,0.0,-1.0500000000000065,0
243,-19.09863837,-0.004356061,933260573,0.0,-1.9339999999999917,0
244,-19.09863837,-0.004356061,956660069,0.0,-1.5890000000000188,0
245,-19.09863837,0.995643939,3964964,1.0,2.9000000000000155,0
246,-19.09863837,0.995643939,75969320,1.0,3.2319999999999847,0
247,-19.04863837,-1.004356061,294041592,0.0,-8.757000000000012,0
248,-18.99863837,-4.004356061,909861321,1.0,4.484999999999971,0
249,-18.93197171,-2.0043560609999997,96226407,1.0,2.1180000000000208,0
250,-18.93197171,-2.0043560609999997,97123322,1.0,1.0720000000000025,0
251,-18.93197171,-2.0043560609999997,251653297,1.0,2.4339999999999873,0
252,-18.93197171,-2.0043560609999997,770588123,1.0,2.4749999999999974,0
253,-18.93197171,-1.004356061,218675715,0.0,-3.280999999999967,0
254,-18.93197171,1.995643939,97123322,1.0,1.0799999999999972,0
255,-18.93197171,1.995643939,923162466,0.0,-1.5424999999999967,0
256,-18.84863837,2.995643939,546064836,0.0,-3.204999999999985,0
257,-18.76530504,0.995643939,224184422,1.0,5.585999999999951,0
258,-18.76530504,0.995643939,789515489,0.0,-3.205999999999973,0
259,-18.59863837,-3.004356061,628308431,1.0,3.329999999999983,0
260,-18.59863837,-2.0043560609999997,97123322,1.0,2.405999999999973,0
261,-18.59863837,-2.0043560609999997,446421117,1.0,1.1299999999999961,0
262,-18.59863837,-2.0043560609999997,923162466,1.0,4.272999999999971,0
263,-18.59863837,-2.0043560609999997,968634301,0.0,-1.4370000000000094,0
264,-18.59863837,-0.004356061,2884955,1.0,1.905999999999979,0
265,-18.59863837,-0.004356061,92774005,1.0,1.5240000000000007,0
266,-18.59863837,-0.004356061,933260573,1.0,1.6730000000000016,0
267,-18.59863837,0.995643939,522579064,1.0,3.742999999999985,0
268,-18.59863837,1.995643939,41833230,0.0,-1.5589999999999973,0
269,-18.59863837,1.995643939,949879914,0.0,-1.0899999999999916,0
270,-18.53197171,-2.0043560609999997,504663288,0.0,-8.487999999999948,0
271,-18.26530504,-2.0043560609999997,956660069,0.0,-1.3129999999999908,0
272,-18.26530504,-1.004356061,657894484,0.0,-3.6510000000000185,0
273,-18.26530504,-1.004356061,979660929,0.0,-3.166999999999976,0
274,-18.26530504,0.995643939,278773301,1.0,3.348999999999986,0
275,-18.26530504,1.995643939,605713945,1.0,1.0819999999999945,0
276,-18.26530504,1.995643939,889540573,0.0,-1.0369999999999915,0
277,-18.26530504,1.995643939,968634301,0.0,-2.3500000000000023,0
278,-18.09863837,-2.0043560609999997,218675715,0.0,-4.306000000000029,0
279,-18.09863837,-2.0043560609999997,455717130,1.0,4.215999999999949,0
280,-18.09863837,-0.004356061,41833230,1.0,1.0330000000000048,0
281,-18.09863837,-0.004356061,97123322,1.0,1.0,0
282,-18.09863837,-0.004356061,134057190,1.0,1.8980000000000172,0
283,-18.09863837,-0.004356061,657894484,0.0,-1.9650000000000096,0
284,-18.09863837,-0.004356061,933260573,1.0,1.5739999999999903,0
285,-18.09863837,-0.004356061,961875421,0.0,-1.2089999999999943,0
286,-18.09863837,0.995643939,218675715,0.0,-3.7190000000000354,0
287,-17.93197171,-2.0043560609999997,563121476,0.0,-1.2659999999999993,0
288,-17.93197171,-2.0043560609999997,652231699,1.0,2.0130000000000114,0
289,-17.93197171,-2.0043560609999997,923162466,0.0,-1.2640000000000076,0
290,-17.93197171,-0.004356061,891299842,1.0,4.049999999999968,0
291,-17.93197171,0.995643939,657894484,0.0,-3.0440000000000236,0
292,-17.84863837,-0.004356061,964326783,1.0,7.865999999999987,0
293,-17.76530504,-1.004356061,294041592,0.0,-3.207000000000035,0
294,-17.69863837,-3.004356061,514268702,1.0,5.8219999999999965,0
295,-17.59863837,-2.0043560609999997,120939072,1.0,1.2259999999999993,0
296,-17.59863837,-2.0043560609999997,396122776,1.0,2.178000000000004,0
297,-17.59863837,-2.0043560609999997,626227255,0.0,-1.8150000000000226,0
298,-17.59863837,-0.004356061,120939072,1.0,1.1059999999999954,0
299,-17.59863837,-0.004356061,224184422,1.0,1.9560000000000115,0
300,-17.59863837,-0.004356061,294041592,1.0,5.422000000000023,0
301,-17.59863837,-0.004356061,778697233,1.0,1.7820000000000127,0
302,-17.59863837,1.995643939,74263281,0.0,-2.394000000000005,0
303,-17.59863837,1.995643939,254632445,0.0,-1.620000000000004,0
304,-17.43197171,-1.004356061,717256200,1.0,3.217000000000029,0
305,-17.43197171,0.995643939,192065971,1.0,3.1620000000000203,0
306,-17.34863837,2.995643939,312902548,0.0,-3.0809999999999755,0
307,-17.33197171,-2.0043560609999997,374999420,0.0,-7.449000000000044,0
308,-17.29863837,-3.004356061,696039965,1.0,6.373000000000038,0
309,-17.26530504,-4.004356061,933260573,1.0,7.317000000000006,0
310,-17.26530504,-2.0043560609999997,642346147,1.0,1.096000000000003,0
311,-17.26530504,-2.0043560609999997,923162466,0.0,-1.2859999999999898,0
312,-17.26530504,-1.004356061,504663288,0.0,-3.182000000000013,0
313,-17.26530504,1.995643939,147547787,0.0,-1.4980000000000104,0
314,-17.26530504,1.995643939,652231699,0.0,-2.2000000000000206,0
315,-17.26530504,1.995643939,968634301,0.0,-1.4629999999999959,0
316,-17.26530504,1.995643939,971172922,1.0,1.1329999999999971,0
317,-17.19863837,-4.004356061,504663288,0.0,-4.940000000000043,0
318,-17.09863837,-3.004356061,294041592,1.0,2.825000000000026,0
319,-17.09863837,-1.004356061,449943813,1.0,3.87599999999998,0
320,-17.09863837,-0.004356061,97123322,0.0,-1.0269999999999904,0
321,-17.09863837,-0.004356061,103303422,0.0,-1.0,0
322,-17.09863837,-0.004356061,254632445,1.0,1.2939999999999914,0
323,-17.09863837,-0.004356061,336172395,0.0,-1.0659999999999898,0
324,-17.09863837,-0.004356061,507157861,1.0,1.9550000000000167,0
325,-17.09863837,-0.004356061,956660069,1.0,1.2200000000000155,0
326,-16.99863837,-3.004356061,134057190,1.0,5.755000000000069,0
327,-16.93197171,-2.0043560609999997,41833230,0.0,-1.4089999999999938,0
328,-16.93197171,-2.0043560609999997,945098209,1.0,2.0720000000000014,0
329,-16.93197171,-1.004356061,894143700,1.0,2.8369999999999904,0
330,-16.93197171,0.995643939,92774005,1.0,6.036000000000029,0
331,-16.93197171,1.995643939,889540573,1.0,1.0450000000000044,0
332,-16.84863837,-2.0043560609999997,294041592,0.0,-5.130000000000064,0
333,-16.84863837,-1.004356061,504663288,0.0,-9.756000000000004,0
334,-16.84863837,1.995643939,74263281,0.0,-4.920000000000035,0
335,-16.84863837,2.995643939,630235377,0.0,-2.698000000000011,0
336,-16.76530504,-1.004356061,770588123,0.0,-2.5879999999999828,0
337,-16.76530504,0.995643939,968634301,1.0,2.701000000000017,0
338,-16.76530504,2.995643939,673728725,1.0,9.14899999999996,0
339,-16.59863837,-4.004356061,224184422,1.0,4.902000000000032,0
340,-16.59863837,-2.0043560609999997,97123322,0.0,-1.0,0
341,-16.59863837,-2.0043560609999997,130941034,0.0,-1.0,0
342,-16.59863837,-2.0043560609999997,507740391,0.0,-2.321999999999989,0
343,-16.59863837,-2.0043560609999997,933260573,1.0,1.0,0
344,-16.59863837,-0.004356061,43020357,1.0,1.6009999999999993,0
345,-16.59863837,-0.004356061,48977487,1.0,1.711999999999991,0
346,-16.59863837,-0.004356061,102783161,0.0,-1.3020000000000118,0
347,-16.59863837,-0.004356061,218675715,1.0,5.067000000000006,0
348,-16.59863837,-0.004356061,294041592,0.0,-7.632000000000038,0
349,-16.59863837,-0.004356061,628308431,0.0,-4.296000000000025,0
350,-16.59863837,-0.004356061,652231699,1.0,2.0979999999999825,0
351,-16.59863837,-0.004356061,718176674,0.0,-1.980999999999995,0
352,-16.59863837,-0.004356061,909861321,1.0,1.3139999999999985,0
353,-16.59863837,0.995643939,218675715,0.0,-3.653999999999997,0
354,-16.59863837,0.995643939,628308431,0.0,-2.796000000000029,0
355,-16.59863837,3.995643939,294041592,1.0,5.431999999999958,0
356,-16.54863837,0.995643939,504663288,0.0,-8.704999999999949,0
357,-16.46530504,-2.0043560609999997,716236442,1.0,7.92399999999998,0
358,-16.43197171,0.995643939,224184422,1.0,3.7580000000000253,0
359,-16.43197171,0.995643939,968634301,0.0,-2.578999999999972,0
360,-16.39863837,2.995643939,716236442,0.0,-5.8409999999999345,0
361,-16.34863837,-3.004356061,218675715,0.0,-2.640000000000013,0
362,-16.34863837,-2.0043560609999997,2884955,1.0,4.83699999999999,0
363,-16.34863837,-2.0043560609999997,218675715,0.0,-4.273999999999941,0
364,-16.34863837,2.995643939,218675715,1.0,3.4110000000000067,0
365,-16.26530504,-2.0043560609999997,374999420,1.0,1.839000000000024,0
366,-16.26530504,-2.0043560609999997,968634301,0.5,-0.3259999999999962,0
367,-16.26530504,-1.004356061,96226407,1.0,3.6679999999999557,0
368,-16.26530504,0.995643939,367119634,1.0,3.6869999999999603,0
369,-16.14863837,-1.004356061,504663288,0.0,-9.789000000000046,0
370,-16.09863837,-0.004356061,664438269,1.0,2.1810000000000183,0
371,-16.09863837,-0.004356061,904039471,1.0,1.1999999999999997,0
372,-16.09863837,-0.004356061,910114803,0.0,-1.4099999999999993,0
373,-16.09863837,-0.004356061,923162466,0.0,-1.2960000000000063,0
374,-16.09863837,-0.004356061,945098209,1.0,1.8709999999999873,0
375,-15.96530504,0.995643939,294041592,1.0,12.981999999999974,0
376,-15.93197171,-2.0043560609999997,294041592,0.0,-1.0,0
377,-15.93197171,-2.0043560609999997,432332461,1.0,1.5529999999999975,0
378,-15.93197171,-2.0043560609999997,589703985,1.0,1.0,0
379,-15.93197171,-2.0043560609999997,945098209,1.0,1.6589999999999936,0
380,-15.93197171,-2.0043560609999997,949879914,0.0,-1.511999999999982,0
381,-15.93197171,0.995643939,34984274,0.0,-3.6730000000000014,0
382,-15.93197171,1.995643939,147547787,0.0,-1.453999999999989,0
383,-15.93197171,1.995643939,749079099,1.0,1.7699999999999885,0
384,-15.93197171,1.995643939,755075290,1.0,1.0939999999999983,0
385,-15.93197171,1.995643939,840480197,0.0,-1.3350000000000015,0
386,-15.88435266,-5.004356061,815555952,1.0,9.498999999999892,0
387,-15.84863837,-3.004356061,657894484,1.0,2.855000000000014,0
388,-15.84863837,-2.0043560609999997,507740391,1.0,4.632000000000024,0
389,-15.76530504,0.995643939,278773301,1.0,5.753000000000026,0
390,-15.59863837,-3.004356061,312902548,1.0,2.9990000000000188,0
391,-15.59863837,-3.004356061,720435955,1.0,5.882999999999961,0
392,-15.59863837,-2.0043560609999997,189660560,1.0,4.684000000000007,0
393,-15.59863837,-2.0043560609999997,350745134,1.0,2.289999999999984,0
394,-15.59863837,-2.0043560609999997,432332461,1.0,1.5510000000000093,0
